time,open,high,low,close,volume
2022-02-27,38509.212626828055,39580.00558999026,37235.4887666694,38501.184708559784,1753425891.6519535
2022-02-28,38501.184708559784,39571.757783400775,37227.73387602213,38493.166791180236,1753101134.6286
2022-03-01,38493.166791180236,39563.5202516289,37219.98864613571,38485.1588622307,1752776782.1757305
2022-03-02,38485.1588622307,39555.29298187466,37212.25306497514,38477.16090926794,1752452833.789355
2022-03-03,38477.16090926794,39547.075961354,37204.52712052036,38469.17291986423,1752129288.966109
2022-03-04,38469.17291986423,39538.86917729878,37196.810800766325,38461.19488160734,1751806147.2032382
2022-03-05,38461.19488160734,39530.672616956814,37189.10409372294,38453.22678210048,1751483407.9986293
2022-03-06,38453.22678210048,39522.48626759174,37181.406987415015,38445.26860896232,1751161070.850787
2022-03-07,38445.26860896232,39514.31011648311,37173.719469882315,38437.32034982696,1750839135.258849
2022-03-08,38437.32034982696,39506.14415092631,37166.04152917952,38429.3819923439,1750517600.7225559
2022-03-09,38429.3819923439,39497.98835823256,37158.37315337613,38421.45352417801,1750196466.7423084
2022-03-10,38421.45352417801,39489.84272572886,37150.714330556555,38413.534933009534,1749875732.819102
2022-03-11,38413.534933009534,39481.707240758,37143.06504882002,38405.62620653407,1749555398.4545581
2022-03-12,38405.62620653407,39473.58189067858,37135.42529628059,38397.72733246254,1749235463.1509235
2022-03-13,38397.72733246254,39465.4666628649,37127.795061067154,38389.838298521194,1748915926.4110515
2022-03-14,38389.838298521194,39457.361544707026,37120.174331323375,38381.959092451536,1748596787.7384326
2022-03-15,38381.959092451536,39449.266523610706,37112.56309520766,38374.08970201037,1748278046.6371791
2022-03-16,38374.08970201037,39441.181586997394,37104.96134089322,38366.230114969745,1747959702.6119983
2022-03-17,38366.230114969745,39433.106722304205,37097.36905656796,38358.38031911693,1747641755.1682308
2022-03-18,38358.38031911693,39425.0419169839,37089.7862304345,38350.540302254434,1747324203.8118312
2022-03-19,38350.540302254434,39416.9871585049,37082.2128507102,38342.71005219994,1747007048.049361
2022-03-20,38342.71005219994,39408.94243435119,37074.64890562704,38334.88955678631,1746690287.3880222
2022-03-21,38334.88955678631,39400.90773202239,37067.094383431686,38327.07880386156,1746373921.3355968
2022-03-22,38327.07880386156,39392.88303903365,37059.549272385455,38319.27778128887,1746057949.4004962
2022-03-23,38319.27778128887,39384.86834291573,37052.01356076429,38311.486476946506,1745742371.0917423
2022-03-24,38311.486476946506,39376.863631214874,37044.48723685871,38303.70487872786,1745427185.9189746
2022-03-25,38303.70487872786,39368.868891492864,37036.970288973855,38295.9329745414,1745112393.3924396
2022-03-26,38295.9329745414,39360.88411132697,37029.46270542941,38288.17075231063,1744797993.0229862
2022-03-27,38288.17075231063,39352.909278309926,37021.964474559616,38280.418199974156,1744483984.3220928
2022-03-28,38280.418199974156,39344.944380049965,37014.47558471328,38272.67530548555,1744170366.8018177
2022-03-29,38272.67530548555,39336.98940417071,37006.99602425366,38264.94205681342,1743857139.9748523
2022-03-30,38264.94205681342,39329.044338311214,36999.525781558565,38257.21844194137,1743544303.3544757
2022-03-31,38257.21844194137,39321.10917012594,36992.06484502024,38249.50444886793,1743231856.4546
2022-04-01,38249.50444886793,39313.183887284715,36984.61320304543,38241.80006560666,1742919798.7896984
2022-04-02,38241.80006560666,39305.26847747277,36977.17084405532,38234.10528018596,1742608129.8748996
2022-04-03,38234.10528018596,39297.362928390605,36969.73775648548,38226.42008064923,1742296849.2259014
2022-04-04,38226.42008064923,39289.4672277541,36962.31392878592,38218.74445505468,1741985956.3590267
2022-04-05,38218.74445505468,39281.58136329441,36954.89934942103,38211.07839147549,1741675450.7911747
2022-04-06,38211.07839147549,39273.70532275801,36947.49400686957,38203.4218779996,1741365332.0398853
2022-04-07,38203.4218779996,39265.83909390657,36940.09788962465,38195.77490272987,1741055599.6232479
2022-04-08,38195.77490272987,39257.98266451708,36932.710986193735,38188.137453783944,1740746253.0600002
2022-04-09,38188.137453783944,39250.136022381725,36925.333285098575,38180.50951929427,1740437291.869456
2022-04-10,38180.50951929427,39242.29915530789,36917.96477487523,38172.89108740809,1740128715.5715358
2022-04-11,38172.89108740809,39234.47205111817,36910.60544407407,38165.28214628741,1739820523.6867473
2022-04-12,38165.28214628741,39226.65469765032,36903.2552812597,38157.682684108964,1739512715.7361972
2022-04-13,38157.682684108964,39218.847082757224,36895.914275010946,38150.092689064244,1739205291.2416103
2022-04-14,38150.092689064244,39211.04919430694,36888.58241392093,38142.512149359434,1738898249.725272
2022-04-15,38142.512149359434,39203.26102018262,36881.25968659691,38134.9410532154,1738591590.7101047
2022-04-16,38134.9410532154,39195.48254828248,36873.94608166038,38127.37938886773,1738285313.7195919
2022-04-17,38127.37938886773,39187.71376651989,36866.64158774704,38119.82714456662,1737979418.2778118
2022-04-18,38119.82714456662,39179.9546628232,36859.34619350666,38112.2843085769,1737673903.9094608
2022-04-19,38112.2843085769,39172.20522513582,36852.059887603216,38104.75086917807,1737368770.1397998
2022-04-20,38104.75086917807,39164.46544141621,36844.7826587148,38097.22681466417,1737064016.4947002
2022-04-21,38097.22681466417,39156.73529963779,36837.514495533585,38089.71213334387,1736759642.5006092
2022-04-22,38089.71213334387,39149.01478778898,36830.25538676584,38082.20681354038,1736455647.684573
2022-04-23,38082.20681354038,39141.303893873184,36823.00532113192,38074.71084359147,1736152031.574229
2022-04-24,38074.71084359147,39133.602605908716,36815.7642873662,38067.22421184942,1735848793.6978061
2022-04-25,38067.22421184942,39125.910911928826,36808.53227421711,38059.74690668103,1735545933.5840976
2022-04-26,38059.74690668103,39118.22879998168,36801.309270447106,38052.27891646759,1735243450.762511
2022-04-27,38052.27891646759,39110.55625813033,36794.09526483262,38044.8202296049,1734941344.7630222
2022-04-28,38044.8202296049,39102.89327445272,36786.89024616408,38037.37083450315,1734639615.1162136
2022-04-29,38037.37083450315,39095.23983704159,36779.694203245876,38029.93071958699,1734338261.3532321
2022-04-30,38029.93071958699,39087.59593400455,36772.507124896336,38022.49987329554,1734037283.0058048
2022-05-01,38022.49987329554,39079.96155346405,36765.32899994774,38015.078284082265,1733736679.6062572
2022-05-02,38015.078284082265,39072.33668355729,36758.159817246255,38007.66594041504,1733436450.6875026
2022-05-03,38007.66594041504,39064.72131243628,36750.99956565196,38000.26283077609,1733136595.7830265
2022-05-04,38000.26283077609,39057.11542826777,36743.8482340388,37992.868943662004,1732837114.4268901
2022-05-05,37992.868943662004,39049.51901923325,36736.705811294596,37985.4842675837,1732538006.153731
2022-05-06,37985.4842675837,39041.932073528966,36729.57228632101,37978.10879106641,1732239270.4987857
2022-05-07,37978.10879106641,39034.35457936584,36722.447648033514,37970.74250264965,1731940906.9978626
2022-05-08,37970.74250264965,39026.786524969495,36715.331885361404,37963.38539088721,1731642915.18735
2022-05-09,37963.38539088721,39019.22789858018,36708.22498724774,37956.03744434714,1731345294.6041973
2022-05-10,37956.03744434714,39011.678688452834,36701.12694264938,37948.69865161176,1731048044.7859447
2022-05-11,37948.69865161176,39004.13888285705,36694.037740536965,37941.36900127759,1730751165.2707164
2022-05-12,37941.36900127759,38996.60847007698,36686.95736989482,37934.04848195534,1730454655.5971935
2022-05-13,37934.04848195534,38989.08743841138,36679.885819721036,37926.737082269945,1730158515.304633
2022-05-14,37926.737082269945,38981.57577617363,36672.82307902738,37919.4347908605,1729862743.9328907
2022-05-15,37919.4347908605,38974.07347169164,36665.76913683934,37912.14159638023,1729567341.0223796
2022-05-16,37912.14159638023,38966.58051330784,36658.723982196054,37904.85748749651,1729272306.114066
2022-05-17,37904.85748749651,38959.0968893792,36651.6876041503,37897.582452890856,1728977638.749522
2022-05-18,37897.582452890856,38951.62258827721,36644.65999176854,37890.31648125884,1728683338.4708622
2022-05-19,37890.31648125884,38944.157598387814,36637.6411341308,37883.05956131013,1728389404.820792
2022-05-20,37883.05956131013,38936.70190811144,36630.63102033074,37875.81168176849,1728095837.3425815
2022-05-21,37875.81168176849,38929.25550586299,36623.62963947562,37868.57283137171,1727802635.5800617
2022-05-22,37868.57283137171,38921.81838007176,36616.636980686264,37861.342998871594,1727509799.0776355
2022-05-23,37861.342998871594,38914.39051918148,36609.65303309701,37854.12217303399,1727217327.3802822
2022-05-24,37854.12217303399,38906.971911650275,36602.67778585579,37846.910342638716,1726925220.0335338
2022-05-25,37846.910342638716,38899.56254595064,36595.71122812401,37839.70749647956,1726633476.5834987
2022-05-26,37839.70749647956,38892.162410569435,36588.75334907658,37832.51362336431,1726342096.5768497
2022-05-27,37832.51362336431,38884.77149400788,36581.80413790194,37825.328712114686,1726051079.5608242
2022-05-28,37825.328712114686,38877.3897847815,36574.863583801955,37818.15275156629,1725760425.0832202
2022-05-29,37818.15275156629,38870.01727142012,36567.93167599196,37810.98573056869,1725470132.6923892
2022-05-30,37810.98573056869,38862.653942467885,36561.00840370073,37803.827637985305,1725180201.93727
2022-05-31,37803.827637985305,38855.29978648318,36554.093756170434,37796.67846269344,1724890632.3673465
2022-06-01,37796.67846269344,38847.95479203865,36547.18772265666,37789.53819358426,1724601423.5326717
2022-06-02,37789.53819358426,38840.61894772119,36540.290292428384,37782.40681956278,1724312574.9838436
2022-06-03,37782.40681956278,38833.29224213191,36533.40145476797,37775.28432954781,1724024086.2720249
2022-06-04,37775.28432954781,38825.97466388611,36526.521198971066,37768.17071247197,1723735956.9489772
2022-06-05,37768.17071247197,38818.66620161326,36519.64951434672,37761.06595728168,1723448186.5669506
2022-06-06,37761.06595728168,38811.36684395703,36512.78639021727,37753.97005293713,1723160774.6788127
2022-06-07,37753.97005293713,38804.07657957522,36505.93181591836,37746.88298841227,1722873720.8379657
2022-06-08,37746.88298841227,38796.795397139766,36499.08578079895,37739.80475269475,1722587024.598338
2022-06-09,37739.80475269475,38789.52328533668,36492.2482742212,37732.73533478596,1722300685.5144794
2022-06-10,37732.73533478596,38782.260232866116,36485.41928556058,37725.67472370101,1722014703.1414363
2022-06-11,37725.67472370101,38775.00622844229,36478.59880420579,37718.62290846869,1721729077.0348308
2022-06-12,37718.62290846869,38767.76126079348,36471.78681955872,37711.57987813144,1721443806.750857
2022-06-13,37711.57987813144,38760.52531866199,36464.98332103451,37704.54562174535,1721158891.8462207
2022-06-14,37704.54562174535,38753.29839080417,36458.18829806142,37697.52012838014,1720874331.8782375
2022-06-15,37697.52012838014,38746.08046599035,36451.40174008094,37690.503387119184,1720590126.4046962
2022-06-16,37690.503387119184,38738.87153300488,36444.62363654768,37683.4953870594,1720306274.9840076
2022-06-17,37683.4953870594,38731.67158064605,36437.8539769294,37676.496117311326,1720022777.175101
2022-06-18,37676.496117311326,38724.48059772612,36431.09275070697,37669.50556699907,1719739632.5374553
2022-06-19,37669.50556699907,38717.29857307131,36424.33994737438,37662.52372526027,1719456840.6311138
2022-06-20,37662.52372526027,38710.12549552174,36417.59555643871,37655.550581246105,1719174401.0166423
2022-06-21,37655.550581246105,38702.961353931416,36410.85956742009,37648.586124121255,1718892313.2551754
2022-06-22,37648.586124121255,38695.80613716825,36404.13196985172,37641.630343063924,1718610576.9083965
2022-06-23,37641.630343063924,38688.65983411402,36397.41275327983,37634.68322726575,1718329191.5385082
2022-06-24,37634.68322726575,38681.52243366433,36390.701907263676,37627.744765931915,1718048156.708285
2022-06-25,37627.744765931915,38674.393924728676,36383.99942137554,37620.81494828095,1717767471.9810398
2022-06-26,37620.81494828095,38667.274296230295,36377.305285200666,37613.89376354491,1717487136.920615
2022-06-27,37613.89376354491,38660.16353710628,36370.61948833728,37606.98120096921,1717207151.0914295
2022-06-28,37606.98120096921,38653.061636307495,36363.942020396586,37600.077249812675,1716927514.0584095
2022-06-29,37600.077249812675,38645.968582798545,36357.272871002715,37593.18189934752,1716648225.3870304
2022-06-30,37593.18189934752,38638.88436555781,36350.61202979271,37586.29513885931,1716369284.6433322
2022-07-01,37586.29513885931,38631.80897357738,36343.959486416556,37579.41695764696,1716090691.39387
2022-07-02,37579.41695764696,38624.742395863075,36337.31523053709,37572.54734502273,1715812445.2057521
2022-07-03,37572.54734502273,38617.684621434404,36330.679251830064,37565.68629031215,1715534545.646632
2022-07-04,37565.68629031215,38610.63563932452,36324.051539984066,37558.833782854126,1715256992.284663
2022-07-05,37558.833782854126,38603.595438580305,36317.43208470056,37551.989812000786,1714979784.6885784
2022-07-06,37551.989812000786,38596.564008262256,36310.8208756938,37545.154367117546,1714702922.4276607
2022-07-07,37545.154367117546,38589.54133744449,36304.2179026909,37538.32743758305,1714426405.0716693
2022-07-08,37538.32743758305,38582.52741521473,36297.62315543172,37531.50901278919,1714150232.1909587
2022-07-09,37531.50901278919,38575.5222306743,36291.036623668944,37524.69908214107,1713874403.356364
2022-07-10,37524.69908214107,38568.52577293813,36284.45829716801,37517.89763505699,1713598918.1393116
2022-07-11,37517.89763505699,38561.53803113465,36277.888165707074,37511.10466096844,1713323776.1117313
2022-07-12,37511.10466096844,38554.5589944059,36271.32621907708,37504.32014932006,1713048976.8460948
2022-07-13,37504.32014932006,38547.58865190739,36264.77244708165,37497.54408956967,1712774519.9153774
2022-07-14,37497.54408956967,38540.62699280818,36258.22683953712,37490.776471188175,1712500404.8931415
2022-07-15,37490.776471188175,38533.6740062908,36251.68938627253,37484.01728365965,1712226631.3534229
2022-07-16,37484.01728365965,38526.72968155126,36245.16007712955,37477.26651648122,1711953198.870837
2022-07-17,37477.26651648122,38519.794007799035,36238.638901962535,37470.52415916312,1711680107.0205028
2022-07-18,37470.52415916312,38512.86697425703,36232.12585063849,37463.790201228694,1711407355.3780506
2022-07-19,37463.790201228694,38505.948570161614,36225.620913037026,37457.06463221424,1711134943.5196903
2022-07-20,37457.06463221424,38499.0387847625,36219.124079050336,37450.34744166919,1710862871.0221202
2022-07-21,37450.34744166919,38492.13760732286,36212.63533858326,37443.63861915593,1710591137.4625766
2022-07-22,37443.63861915593,38485.24502711919,36206.15468155318,37436.93815424986,1710319742.418822
2022-07-23,37436.93815424986,38478.361033441375,36199.68209789002,37430.24603653941,1710048685.4691532
2022-07-24,37430.24603653941,38471.48561559264,36193.217577536314,37423.562255625904,1709777966.1923702
2022-07-25,37423.562255625904,38464.618762889506,36186.76111044704,37416.88680112369,1709507584.1678226
2022-07-26,37416.88680112369,38457.76046466184,36180.312686589765,37410.219662660034,1709237538.9753711
2022-07-27,37410.219662660034,38450.9107102528,36173.872295944515,37403.5608298751,1708967830.1954067
2022-07-28,37403.5608298751,38444.06948901879,36167.43992850381,37396.91029242199,1708698457.4088275
2022-07-29,37396.91029242199,38437.2367903295,36161.01557427262,37390.26803996667,1708429420.1970851
2022-07-30,37390.26803996667,38430.41260356785,36154.59922326839,37383.63406218801,1708160718.1421192
2022-07-31,37383.63406218801,38423.596918129995,36148.190865521,37377.00834877769,1707892350.8263996
2022-08-01,37377.00834877769,38416.78972342528,36141.79049107272,37370.39088944027,1707624317.8329265
2022-08-02,37370.39088944027,38409.99100887627,36135.39808997826,37363.78167389313,1707356618.7452114
2022-08-03,37363.78167389313,38403.20076391869,36129.0136523047,37357.18069186645,1707089253.1472957
2022-08-04,37357.18069186645,38396.418978001435,36122.63716813149,37350.58793310322,1706822220.623721
2022-08-05,37350.58793310322,38389.64564058654,36116.26862755047,37344.003387359204,1706555520.7595584
2022-08-06,37344.003387359204,38382.88074114917,36109.908020665796,37337.427044402895,1706289153.1403835
2022-08-07,37337.427044402895,38376.12426917759,36103.55533759395,37330.858894015575,1706023117.3523128
2022-08-08,37330.858894015575,38369.37621417318,36097.210568463735,37324.29892599124,1705757412.9819477
2022-08-09,37324.29892599124,38362.636565650384,36090.87370341626,37317.7471301366,1705492039.616431
2022-08-10,37317.7471301366,38355.90531313672,36084.54473260489,37311.203496271046,1705226996.843417
2022-08-11,37311.203496271046,38349.182446172716,36078.22364619527,37304.6680142267,1704962284.2510402
2022-08-12,37304.6680142267,38342.467954312,36071.91043436533,37298.14067384829,1704697901.4279926
2022-08-13,37298.14067384829,38335.76182712115,36065.605087305186,37291.62146499325,1704433847.9634502
2022-08-14,37291.62146499325,38329.06405417978,36059.30759521719,37285.110377531615,1704170123.4471233
2022-08-15,37285.110377531615,38322.374625080454,36053.017948315915,37278.60740134603,1703906727.4692104
2022-08-16,37278.60740134603,38315.69352942871,36046.7361368281,37272.11252633178,1703643659.620425
2022-08-17,37272.11252633178,38309.020756843056,36040.462150992666,37265.6257423967,1703380919.4920032
2022-08-18,37265.6257423967,38302.35629695491,36034.19598106069,37259.147039461255,1703118506.6756961
2022-08-19,37259.147039461255,38295.700139408626,36027.93761729545,37252.676407458406,1702856420.763724
2022-08-20,37252.676407458406,38289.05227386145,36021.687049972286,37246.213836333685,1702594661.3488529
2022-08-21,37246.213836333685,38282.41268998351,36015.44426937867,37239.759316045136,1702333228.0243442
2022-08-22,37239.759316045136,38275.781377457795,36009.20926581416,37233.31283656332,1702072120.3839748
2022-08-23,37233.31283656332,38269.15832598015,36002.982029590436,37226.874387871285,1701811338.022002
2022-08-24,37226.874387871285,38262.543525259265,35996.76255103121,37220.44395996457,1701550880.5332286
2022-08-25,37220.44395996457,38255.93696501664,35990.55082047227,37214.0215428512,1701290747.5129192
2022-08-26,37214.0215428512,38249.33863498663,35984.34682826148,37207.60712655158,1701030938.5568683
2022-08-27,37207.60712655158,38242.74852491628,35978.15056475863,37201.20070109861,1700771453.2613704
2022-08-28,37201.20070109861,38236.1666245655,35971.96202033562,37194.80225653759,1700512291.2232158
2022-08-29,37194.80225653759,38229.59292370691,35965.78118537627,37188.411782926196,1700253452.0397136
2022-08-30,37188.411782926196,38223.02741212587,35959.60805027642,37182.029270334504,1699994935.3086574
2022-08-31,37182.029270334504,38216.47007962048,35953.442605443866,37175.65470884499,1699736740.628348
2022-09-01,37175.65470884499,38209.92091600155,35947.28484129836,37169.28808855245,1699478867.5975826
2022-09-02,37169.28808855245,38203.37991109259,35941.13474827158,37162.92939956402,1699221315.8156612
2022-09-03,37162.92939956402,38196.84705472975,35934.992316807096,37156.57863199916,1698964084.8823955
2022-09-04,37156.57863199916,38190.32233676187,35928.857537360454,37150.235775989684,1698707174.39807
2022-09-05,37150.235775989684,38183.80574705046,35922.73040039903,37143.900821679636,1698450583.9634845
2022-09-06,37143.900821679636,38177.2972754696,35916.61089640208,37137.57375922537,1698194313.179942
2022-09-07,37137.57375922537,38170.796911906036,35910.499015860754,37131.2545787955,1697938361.6492145
2022-09-08,37131.2545787955,38164.304646259094,35904.39474927803,37124.943270570904,1697682728.973605
2022-09-09,37124.943270570904,38157.82046844069,35898.2980871687,37118.63982474466,1697427414.7558887
2022-09-10,37118.63982474466,38151.3443683753,35892.20902005941,37112.344231522075,1697172418.5993488
2022-09-11,37112.344231522075,38144.876335999936,35886.12753848855,37106.05648112066,1696917740.1077487
2022-09-12,37106.05648112066,38138.41636126417,35880.05363300636,37099.77656377012,1696663378.885352
2022-09-13,37099.77656377012,38131.96443413011,35873.98729417483,37093.50446971234,1696409334.5369174
2022-09-14,37093.50446971234,38125.520544572326,35867.92851256768,37087.240189201315,1696155606.6677043
2022-09-15,37087.240189201315,38119.0846825779,35861.87727877041,37080.98371250322,1695902194.8834445
2022-09-16,37080.98371250322,38112.65683814637,35855.83358338021,37074.73502989637,1695649098.7903736
2022-09-17,37074.73502989637,38106.23700128978,35849.79741700603,37068.49413167115,1695396317.9952152
2022-09-18,37068.49413167115,38099.82516203256,35843.76877026849,37062.26100813005,1695143852.1051738
2022-09-19,37062.26100813005,38093.42131041159,35837.747633799896,37056.03564958769,1694891700.727965
2022-09-20,37056.03564958769,38087.02543647619,35831.733998244235,37049.81804637068,1694639863.4717815
2022-09-21,37049.81804637068,38080.63753028802,35825.72785425713,37043.60818881773,1694388339.9452884
2022-09-22,37043.60818881773,38074.257581921156,35819.72919250585,37037.406067279575,1694137129.7576702
2022-09-23,37037.406067279575,38067.88558146205,35813.738003669336,37031.21167211897,1693886232.5185611
2022-09-24,37031.21167211897,38061.52151900947,35807.754278438064,37025.02499371067,1693635647.8381183
2022-09-25,37025.02499371067,38055.16538467454,35801.77800751416,37018.84602244143,1693385375.3269641
2022-09-26,37018.84602244143,38048.8171685807,35795.80918161133,37012.67474870998,1693135414.5961978
2022-09-27,37012.67474870998,38042.4768608637,35789.84779145483,37006.511162926996,1692885765.2574222
2022-09-28,37006.511162926996,38036.14445167157,35783.89382778146,37000.35525551511,1692636426.9227245
2022-09-29,37000.35525551511,38029.8199311646,35777.947281339584,36994.2070169089,1692387399.204665
2022-09-30,36994.2070169089,38023.50328951537,35772.00814288911,36988.06643755485,1692138681.7162693
2022-10-01,36988.06643755485,38017.19451690869,35766.07640320141,36981.93350791132,1691890274.0710895
2022-10-02,36981.93350791132,38010.89360354157,35760.15205305937,36975.8082184486,1691642175.883124
2022-10-03,36975.8082184486,38004.600539623265,35754.23508325739,36969.69055964882,1691394386.7668483
2022-10-04,36969.69055964882,37998.31531537523,35748.32548460127,36963.58052200597,1691146906.3372676
2022-10-05,36963.58052200597,37992.037921031064,35742.42324790833,36957.47809602591,1690899734.209792
2022-10-06,36957.47809602591,37985.76834683659,35736.5283640073,36951.38327222629,1690652870.0003803
2022-10-07,36951.38327222629,37979.50658304971,35730.640823738344,36945.29604113659,1690406313.3254154
2022-10-08,36945.29604113659,37973.25261994053,35724.76061795303,36939.216393298106,1690160063.8017986
2022-10-09,36939.216393298106,37967.00644779125,35718.88773751432,36933.1443192639,1689914121.0468814
2022-10-10,36933.1443192639,37960.76805689619,35713.02217329657,36927.079809598785,1689668484.6785152
2022-10-11,36927.079809598785,37954.53743756171,35707.1639161855,36921.02285487934,1689423154.315005
2022-10-12,36921.02285487934,37948.314580106286,35701.31295707816,36914.97344569389,1689178129.5751407
2022-10-13,36914.97344569389,37942.099474860464,35695.46928688297,36908.9315726425,1688933410.0781963
2022-10-14,36908.9315726425,37935.89211216682,35689.63289651969,36902.89722633691,1688688995.443896
2022-10-15,36902.89722633691,37929.69248237996,35683.80377691935,36896.87039740059,1688444885.2924678
2022-10-16,36896.87039740059,37923.50057586653,35677.981919024314,36890.851076468665,1688201079.244582
2022-10-17,36890.851076468665,37917.316383005134,35672.16731378819,36884.839254187944,1687957576.9214199
2022-10-18,36884.839254187944,37911.139894186395,35666.3599521759,36878.83492121687,1687714377.9445941
2022-10-19,36878.83492121687,37904.971099812894,35660.55982516358,36872.83806822554,1687471481.9362247
2022-10-20,36872.83806822554,37898.80999029917,35654.76692373866,36866.84868589566,1687228888.5188587
2022-10-21,36866.84868589566,37892.656556071706,35648.98123889974,36860.86676492056,1686986597.315562
2022-10-22,36860.86676492056,37886.51078756891,35643.20276165668,36854.89229600514,1686744607.9498203
2022-10-23,36854.89229600514,37880.37267524109,35637.43148303048,36848.925269865926,1686502920.0456493
2022-10-24,36848.925269865926,37874.24220955048,35631.66739405341,36842.96567723095,1686261533.2274806
2022-10-25,36842.96567723095,37868.11938097117,35625.910485768836,36837.013508839824,1686020447.1202419
2022-10-26,36837.013508839824,37862.004179989104,35620.16074923132,36831.0687554437,1685779661.3492954
2022-10-27,36831.0687554437,37855.89659710213,35614.418175506566,36825.13140780525,1685539175.5405262
2022-10-28,36825.13140780525,37849.79662281988,35608.6827556714,36819.20145669865,1685298989.3202236
2022-10-29,36819.20145669865,37843.70424766384,35602.95448081376,36813.27889290957,1685059102.3151882
2022-10-30,36813.27889290957,37837.619462167306,35597.23334203272,36807.363707235156,1684819514.1526515
2022-10-31,36807.363707235156,37831.542256875335,35591.51933043837,36801.45589048402,1684580224.4603527
2022-11-01,36801.45589048402,37825.4726223448,35585.812437151966,36795.55543347624,1684341232.8664463
2022-11-02,36795.55543347624,37819.41054914432,35580.112653305754,36789.662327043305,1684102538.999583
2022-11-03,36789.662327043305,37813.356027854265,35574.41997004305,36783.77656202813,1683864142.4888675
2022-11-04,36783.77656202813,37807.30904906673,35568.73437851822,36777.89812928504,1683626042.963847
2022-11-05,36777.89812928504,37801.26960338554,35563.055869896605,36772.027019679765,1683388240.054568
2022-11-06,36772.027019679765,37795.23768142623,35557.384435354616,36766.16322408941,1683150733.391505
2022-11-07,36766.16322408941,37789.21327381602,35551.72006607961,36760.30673340242,1682913522.605605
2022-11-08,36760.30673340242,37783.1963711938,35546.062753269915,36754.45753851863,1682676607.3282802
2022-11-09,36754.45753851863,37777.18696421013,35540.412488134854,36748.6156303492,1682439987.1913974
2022-11-10,36748.6156303492,37771.185043527235,35534.76926189472,36742.78099981662,1682203661.827277
2022-11-11,36742.78099981662,37765.190599818954,35529.13306578068,36736.95363785463,1681967630.8687122
2022-11-12,36736.95363785463,37759.203623770714,35523.50389103487,36731.13353540833,1681731893.9489353
2022-11-13,36731.13353540833,37753.224106079586,35517.88172891032,36725.32068343408,1681496450.7016246
2022-11-14,36725.32068343408,37747.25203745423,35512.26657067095,36719.51507289951,1681261300.7609699
2022-11-15,36719.51507289951,37741.287408614866,35506.6584075916,36713.71669478349,1681026443.7615573
2022-11-16,36713.71669478349,37735.33021029328,35501.057230957944,36707.92554007615,1680791879.3384578
2022-11-17,36707.92554007615,37729.38043323281,35495.46303206652,36702.14159977881,1680557607.1271923
2022-11-18,36702.14159977881,37723.438068188305,35489.875802224706,36696.36486490404,1680323626.7637317
2022-11-19,36696.36486490404,37717.50310592615,35484.29553275072,36690.595326475566,1680089937.8844974
